,id,date,user_id,text,messages,contains_similar_buhexpert,emotion,emotion_score,reason,clear_text
26678,26679,2024-09-26,2102,"Провести как модернизацию, но только в НУ, а в БУ списываете на расходы:
https://buhexpert8.ru/1s-buhgalteriya/osnovnye-sredstva/postuplenie-i-prinyatie-k-uchetu-os/modernizatsiya-osnovnogo-sredstva-perevedennogo-v-malotsennoe-imushhestvo-v-1s.html",messages_7,False,positive,0.5,"Пользователь упоминает сервис как источник информации, но не выражает особую эмоциональную привязанность к нему. Менее явно положительный комментарий.",провести как модернизацию но только в ну а в бу списываете на расходы ссылка на бухэксперт 8
26720,26721,2024-09-26,601,"Спасибо, Вы знаете, я  все -таки решила , что нужно , тут посоветовавшись со всеми. https://buhexpert8.ru/1s-zup/sedo-s-fss/problema-pri-zapolnenii-svedenij-o-zastrahovannyh-litsah-sedo-v-zup-3-1-iz-za-daty-uvolneniya-ne-vyvodyatsya-drugie-rekvizity.html",messages_7,False,positive,0.75,"Пользователь ссылается на сервис как на источник информации, который помог им принять решение. Это считается хорошим примером для сервиса.",спасибо вы знаете я все таки решила что нужно тут посоветовавшись со всеми ссылка на бухэксперт 8
26962,26963,2024-09-28,87,Вот тут вроде про гостиничный бизнес и НДС https://buhexpert8.ru/1s-buhgalteriya/nalogi/nds-nalogi/operatsii-oblagaemye-nds-po-stavke-0/vychet-nds-u-gostinits-posle-01-07-2022.html,messages_7,False,positive,0.6,"Пользователь ссылается на сервис бухгалтера 8 как на источник информации, но не выражает явную неприязнь к сервису. Ссылка на статью о гостиничном бизнесе и НДС может быть интерпретирована как нейтральная или положительная, так как она предоставляет полезную информацию, но не выражает явное удовольствие от самого сервиса.",вот тут вроде про гостиничный бизнес и ндс ссылка на бухэксперт 8
2493,2494,2024-05-29,1532,"Проблема была как раз в неоднозначной трактовке НК, и разработчики решали этот вопрос совместно с ФНС, о чем они писали на бухэксперте. Было бы все прозрачно - не было бы проблем. Даже по другим моментам в комментариях на итс бывает указывается, что реализовано в соответствии с вот такой трактовкой, если считаете, что правильно по-другому и готовы отстаивать свою позицию перед ИФНС в суде - исправьте так и так. Потому что есть судебные решения в разных регионах как в пользу налогоплательщиков, так и в пользу ИФНС, причем по совершенно аналогичным ситуациям, и менять тексты законов до того, чтобы трактовать можно было только однозначно, никто, к сожалению, не спешит.",messages_8,True,positive,0.6,"Пользователь ссылается на то, что разработчики решили вопрос совместно с ФНС и на Бухэксперте было бы все прозрачно. Это свидетельствует о позитивном отношении к сервису, хотя пользователь выделяет проблему с неоднозначной трактовкой НК. Однако, он готов отстаивать свою позицию перед ИФНС в суде, что также говорит о довербии в сервисе.",проблема была как раз в неоднозначной трактовке нк и разработчики решали этот вопрос совместно с фнс о чем они писали на бухэксперте было бы все прозрачно не было бы проблем даже по другим моментам в комментариях на итс бывает указывается что реализовано в соответствии с вот такой трактовкой если считаете что правильно по другому и готовы отстаивать свою позицию перед ифнс в суде исправьте так и так потому что есть судебные решения в разных регионах как в пользу налогоплательщиков так и в пользу ифнс причем по совершенно аналогичным ситуациям и менять тексты законов до того чтобы трактовать можно было только однозначно никто к сожалению не спешит
242,243,2024-01-10,9,"Если вам для расчета в программе, то я пользуюсь бухэксперт8. Ру. Там и по ЗУП очень много",messages_13,True,positive,0.7,"Пользователь использует сервис бухэксперт 8, что говорит о том, что он считает его полезным и достоверным источником информации. Хотя комментарий не является очень положительным, он все же оценивает сервис положительно.",если вам для расчета в программе то я пользуюсь бухэксперт 8 ру там и по зуп очень много
4572,4573,2024-03-25,660,"Бухэксперт8 пишет, что сальдо на ЕНС (счет 68.90) отражают в балансе в:

стр. 1230 — положительное;
стр. 1520 – отрицательное.
В 1С эти строки заполняются автоматически.",messages_13,True,positive,0.7,"Пользователь ссылается на информацию из сервиса как достоверную и полезную, что говорит о позитивном восприятии сервиса. Бухгалтерский учет - важный аспект, и если сервис помогает автоматически заполнять строки, это является значимым плюсом для пользователей.",бухэксперт 8 пишет что сальдо на енс счет 68 90 отражают в балансе в стр 1230 положительное стр 1520 отрицательное в 1 с эти строки заполняются автоматически
4895,4896,2024-04-01,660,"В Бухэксперт8 писали, что начиная с релиза 1С БП 3.0.150 появилась операция Сведения об уплате налогов на едином налоговом счете, с ее помощью также учесть налоги и взносы в КУДиР",messages_13,True,positive,0.7,"Пользователь упоминает о полезной информации из Buhexpert 8, которая помогает учитывать налоги и взносы в одном налоговом счете. Это свидетельствует о позитивном отношении к сервису.",в бухэксперт 8 писали что начиная с релиза 1 с бп 3 0 150 появилась операция сведения об уплате налогов на едином налоговом счете с ее помощью также учесть налоги и взносы в кудир
5745,5746,2024-04-17,57,"Вообще без проблем тогда. Надо только согласие на раскрытие налоговой тайны с 1с подписать. Вот, почитайте 👉https://buhexpert8.ru/1s-buhgalteriya/enp/kak-nastroit-integratsiyu-s-lk-po-ens-na-sajte-fns-v-1s.html",messages_13,False,positive,0.5,"Пользователь ссылается на сервис как источник информации, несмотря на то, что высказывается негативно о необходимости раскрытия налоговой тайны. Это делает комментарий в целом нейтральным.",вообще без проблем тогда надо только согласие на раскрытие налоговой тайны с 1 с подписать вот почитайте ссылка на бухэксперт 8
8197,8198,2024-06-07,57,"https://buhexpert8.ru/zkn-bu/tovary-uslugi/neotfakturovannye-postavki-uchet-provodki-zakonodatelstvo.html?ysclid=lx4lzeiz68305424136 Вот Вам список документов, хоть все подтягивайте",messages_13,False,positive,0.7,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, что считается положительным примером для сервиса. Хотя комментарий содержит негативный тон, он не направлен напрямую против сервиса, а лишь использует его для получения нужной информации.",ссылка на бухэксперт 8 вот вам список документов хоть все подтягивайте
9777,9778,2024-07-23,64,Здравствуйте. На сайте Бухэксперт8 есть подробные инструкции с примерами как проводить операции по лизингу,messages_13,True,positive,0.75,"Пользователь ссылается на сервис бухэксперт 8 как на источник подробной информации с примерами, что считается хорошим примером для сервиса.",здравствуйте на сайте бухэксперт 8 есть подробные инструкции с примерами как проводить операции по лизингу
11227,11228,2024-08-20,796,Долго будем Так гадать... Вот вам ссылка... Может действительно просто не верно что то выбираете или настройки надо проверить https://buhexpert8.ru/1s-buhgalteriya/lajfhaki-dlya-buhgaltera/putevoditel-po-dokumentam/vypusk-produktsii/trebovanie-nakladnaya-v-1s-8-3-poshagovo.html,messages_13,False,negative,0.6,"Пользователь высказывается негативно, но ссылается на сервис только как на источник информации, без явного выражения недовольства сервисом напрямую. Поэтому классифицируется как положительный комментарий.",долго будем так гадать вот вам ссылка может действительно просто не верно что то выбираете или настройки надо проверить ссылка на бухэксперт 8
11569,11570,2024-08-28,57,Добрый) https://buhexpert8.ru/1s-buhgalteriya/osnovnye-sredstva/postuplenie-i-prinyatie-k-uchetu-os/pervichka.html,messages_13,False,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, что считается хорошим примером для сервиса. Хотя комментарий содержит негативный тон, но он не направлен непосредственно против сервиса, а лишь ссылается на него как на полезный ресурс.",добрый ссылка на бухэксперт 8
11832,11833,2024-09-07,91,"Вы быстрее и по шагам найдёте подробный ответ в интернете. 
Например, на сайте  БухЭксперт8.
Информации море.
В поисковике так и наберите запрос: как в 1С Бухгалтерия 8.3 отразить отчёт комиссионера и комиссию. И будет вам счастье)
Да и в НК написано, что является вашей выручкой при комиссионной продаже",messages_13,True,positive,0.7,"Пользователь использует сервис как источник информации, найдя в нем ответ на свой вопрос о том, как отразить отчет комиссионера и комиссию. Хотя комментарий содержит некоторые негативные нотки (например, упоминание о том, что информация есть в другом месте), общий тон положительный, так как пользователь считает, что сервис помогает найти нужную информацию.",вы быстрее и по шагам найдёте подробный ответ в интернете например на сайте бухэксперт 8 информации море в поисковике так и наберите запрос как в 1 с бухгалтерия 8 3 отразить отчёт комиссионера и комиссию и будет вам счастье да и в нк написано что является вашей выручкой при комиссионной продаже
12495,12496,2024-09-23,64,Посмотрите здесь. https://buhexpert8.ru/1s-zup/ndfl-i-strahovye-vznosy-1s-zup/ndfl-ischislennyj-uderzhannyj-i-perechislennyj/kak-v-zup-3-1-spisat-dolg-sotrudnika-po-istechenii-3-let.html Может тут найдется ответ.,messages_13,False,positive,0.5,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, но не выражает явное удовлетворение или недовольство. Поэтому комментарий классифицируется как нейтральный.",посмотрите здесь ссылка на бухэксперт 8 может тут найдется ответ
